식당명,지역명,주차가능,와이파이제공,놀이방,다국어메뉴판,화장실,해시태그
블레싱,송파구,N,N,N,N,N,
한맛푸드 정원순두부,마포구,N,N,N,N,N,
봄이2,영등포구,N,N,N,N,N,
로라스로라월드,송파구,N,N,N,N,N,
윤화당,강남구,N,N,N,N,N,
2헤르츠(2Hz),마포구,N,N,N,N,N,
코다차야,종로구,N,N,N,N,N,
도레도레,강남구,N,Y,N,N,Y,
나트랑(베트남 쌀국수),송파구,N,N,N,N,N,
30년 불멸의 닭발,마포구,N,N,N,N,N,
트라미아,종로구,N,N,N,N,N,
쭈니샌디치,송파구,N,N,N,N,N,
한섬카페,강남구,N,N,N,N,N,
3일한우국밥,마포구,N,N,N,N,N,
정대감 능이백숙 연잎밥,종로구,N,N,N,N,N,
예코타 바이림,송파구,N,N,N,N,N,
404시피(404CP),마포구,N,N,N,N,N,
방선생 웃음밥상,종로구,N,N,N,N,N,
라운징북스,송파구,N,Y,N,Y,N,
홍화당,강남구,N,N,N,N,N,
도하루 제과,종로구,N,N,N,N,N,
79파운야드(79FOUNYARD),마포구,N,N,N,N,N,
리탐빌,용산구,N,N,N,N,N,
통인사랑,종로구,N,N,N,N,N,
88로타리집,마포구,N,N,N,N,N,
간장 블루스,강남구,N,N,N,N,N,
오한수 우육면가,종로구,N,N,N,N,N,
88샤브샤브,마포구,N,N,N,N,N,
무교동 쪽갈비 오는정,종로구,N,N,N,N,N,
간성동해반점,마포구,N,N,N,N,N,
여여차방,송파구,N,N,N,N,N,
보리수,강남구,N,N,N,N,N,
블랙모티브(BLACK MOTIV),영등포구,N,N,N,N,N,
감미분식,마포구,N,N,N,N,N,
쓰리 팝(3pop),종로구,N,N,N,N,N,
샐러디,송파구,N,N,N,N,N,
차이향,강남구,N,N,N,N,N,
포이스트,영등포구,N,Y,N,Y,N,
갓갈비,마포구,N,N,N,N,N,
라라 프룻,송파구,N,N,N,N,N,
포시즌 다이닝,강남구,N,N,N,N,N,
안다미로,종로구,N,N,N,N,N,
갤러리카페 바이아스,마포구,N,N,N,N,N,
네이코,송파구,N,N,N,N,N,
호텔데님,강남구,N,N,N,N,N,
건강하고 긴 삶,마포구,N,N,N,N,N,
마세다린 샐러드로,송파구,N,N,N,N,N,
촌돈,강남구,N,N,N,N,N,
미친공방,송파구,N,N,N,N,N,
일송정,강남구,N,N,N,N,N,
와플랩,송파구,N,N,N,N,N,
경복궁 마포 로이넷호텔점엔타스,마포구,N,N,N,N,N,
릴리펏(Lilliput)청담본점,강남구,N,N,N,N,N,
삼청동 마카롱,종로구,N,N,N,N,N,
경성밥상,마포구,N,N,N,N,N,
고기극찬,마포구,N,N,N,N,N,
쿠카쿠커피,송파구,N,N,N,N,N,
통인스윗,종로구,N,N,N,N,N,
델리탈리,강남구,N,N,N,N,N,
고기혁명,마포구,N,N,N,N,N,
롯데쇼핑,송파구,N,N,N,N,N,
육미,종로구,N,N,N,N,N,
쏠트마인(ssaltmine),강남구,N,N,N,N,N,
고리,마포구,N,N,N,N,N,
"espresso, 그자체(The espresso)",송파구,N,N,N,N,N,
푸드콜,강남구,N,N,N,N,N,
생과방,종로구,N,N,N,N,N,
고마워 비건,마포구,N,N,N,N,N,
알콩다방,송파구,Y,Y,N,N,Y,
청춘짬뽕 삼공일공(3010),강남구,N,N,N,N,N,
하베르몰,영등포구,N,N,N,N,N,
고명치킨,마포구,N,N,N,N,N,
펭귄스시,종로구,N,N,N,N,N,
이두부야 순두부찌개,강남구,N,N,N,N,N,
골목길 선산곱창,마포구,N,N,N,N,N,
아지트,영등포구,N,N,N,N,N,
새마을식당,종로구,N,N,N,N,N,
쏘로(SSORO),강남구,N,N,N,N,N,
곱분이곱창,마포구,N,N,N,N,N,
카페오늘,영등포구,N,N,N,N,N,
호호꽈배기&도너츠,송파구,N,N,N,N,N,
현현,종로구,N,N,N,N,N,
공간,마포구,N,N,N,N,N,
카카오식당,영등포구,N,N,N,N,N,
김밥천국,송파구,N,N,N,N,N,
그대가 꽃,종로구,N,N,N,N,N,
공간더플레이스,마포구,N,N,N,N,N,
로티바,강남구,N,N,N,N,N,
익선취향,종로구,N,N,N,N,N,
공공일,마포구,N,N,N,N,N,
치킨더비 경복사거리점,강남구,N,N,N,N,N,
공미학,마포구,N,N,N,N,N,
692고기포차,종로구,N,N,N,N,N,
라온푸드,송파구,N,N,N,N,N,
푸디스트카페퀸즈아모르,영등포구,N,N,N,N,N,
공주닭발,마포구,N,N,N,N,N,
모멘텀라운지,강남구,N,N,N,N,N,
원남가베,종로구,N,N,N,N,N,
자담치킨,송파구,N,N,N,N,N,
교촌치킨,마포구,N,N,N,N,N,
빌리다,송파구,N,N,N,N,N,
삼희일미,종로구,N,N,N,N,N,
국민낙곱새,마포구,N,N,N,N,N,
하이파이버 샐러드,송파구,N,N,N,N,N,
현대이모네,강남구,N,N,N,N,N,
더빅스터디,종로구,N,N,N,N,N,
육회관포차,영등포구,Y,N,N,N,Y,
국뽕호랭이,마포구,N,N,N,N,N,
셔우드,송파구,N,N,N,N,N,
오통영,강남구,N,N,N,N,N,
파틱(PATIC),종로구,N,N,N,N,N,
제이케이가든,영등포구,N,N,N,N,N,
국숯집,마포구,N,N,N,N,N,
국일순대국,마포구,N,N,N,N,N,
소담,영등포구,N,N,N,N,N,
삼청동 스시고,종로구,N,N,N,N,N,
하우,송파구,N,N,N,N,N,
굽네치킨,마포구,N,N,N,N,N,
일빵빵,종로구,N,N,N,N,N,
그라도스,마포구,N,N,N,N,N,
두메밥상,영등포구,N,N,N,N,N,
미월당,강남구,N,N,N,N,N,
오사카부루스,종로구,N,N,N,N,N,
그리너트리(grinutri),마포구,N,N,N,N,N,
이레국밥,영등포구,N,N,N,N,N,
구슬함박,송파구,N,N,N,N,N,
그릭팜 디엠씨(dmc),마포구,N,N,N,N,N,
옥이네,종로구,N,N,N,N,N,
금광맥주,마포구,N,N,N,N,N,
더(The) 미친주방장,강남구,N,N,N,N,N,
설리우,종로구,N,N,N,N,N,트립어드바이저
금별맥주,마포구,N,N,N,N,N,
바르다김선생,강남구,N,N,N,N,N,
자수정,영등포구,N,N,N,N,N,
갈비찜과 물회,송파구,N,N,N,N,N,
금복주류,마포구,N,N,N,N,N,
딴따라 포차 2,종로구,N,N,N,N,N,
허브족발,영등포구,N,N,N,Y,N,안심식당
금수강산,마포구,N,N,N,N,N,
Cafe Ja(카페 자),종로구,N,N,N,N,N,
소소호프,강남구,N,N,N,N,N,
필라멘,송파구,N,N,N,N,N,
금커피별빙수,마포구,N,N,N,N,N,
쥬디(그녀의 커피),강남구,N,N,N,N,N,
재즈(JAZZ),종로구,N,N,N,N,N,
베러댄버터,송파구,N,N,N,N,N,
긴자료코 마포구청역,마포구,N,N,N,N,N,
카페루,송파구,N,N,N,N,N,
송이나라 식당,종로구,N,N,N,N,N,
타이걸 호스,영등포구,N,N,N,N,N,
김사부 통닭,마포구,N,N,N,N,N,
한앤둘치킨,강남구,N,N,N,N,N,
브루다 한국노총,영등포구,N,N,N,N,N,
세뚱이네,송파구,N,N,N,N,N,
깐부치킨,마포구,N,N,N,N,N,
주엘라또(Juelato),강남구,N,N,N,N,N,
카페드리브(CAFE DELIV),영등포구,N,N,N,N,N,
송파제빵소,송파구,N,N,N,N,N,
깐부치킨,마포구,N,N,N,N,N,
스타벅스,종로구,N,N,N,N,N,씨트립
일층집부대찌개,영등포구,N,N,N,N,N,
깐부치킨,마포구,N,N,N,N,N,
열두달,종로구,N,N,N,N,N,트립어드바이저
라떼떼문래점,영등포구,N,N,N,N,N,
클리티아,송파구,N,N,N,N,N,
껍닭 야식,마포구,N,N,N,N,N,
루네쌍스다방,종로구,N,N,N,N,N,
꾸머(합정점),마포구,N,N,N,N,N,
하을빈훙창,영등포구,N,N,N,N,N,
독립밀방2,종로구,N,N,N,N,N,
쿠스누어(kusnuer),송파구,N,N,N,N,N,
로봇김밥,강남구,N,N,N,N,N,
끼토,마포구,N,N,N,N,N,
집밥예찬,영등포구,N,N,N,N,N,
일미양구이,종로구,N,N,N,N,N,
오픈 키친,강남구,N,N,N,N,N,
나도람키친,마포구,N,N,N,N,N,
밀.그라노,송파구,N,N,N,N,N,
나루,마포구,N,N,N,N,N,
Forza(포르자),종로구,N,N,N,N,N,
디초콜릿커피앤드,영등포구,N,N,N,N,N,위생등급제 지정업소
카라,송파구,N,N,N,N,N,
나베공방,마포구,N,N,N,N,N,
더카네,강남구,N,N,N,N,N,
로벨리아듀 카페&와인,종로구,N,N,N,N,N,
불고기파티,영등포구,N,N,N,N,N,
희망키친,송파구,N,N,N,N,N,
나야미,마포구,N,N,N,N,N,
기장꼼장어,강남구,N,N,N,N,N,
북촌이야기,종로구,N,N,N,N,N,
리틀파파포선유도역점,영등포구,N,N,N,N,N,
나요컴퍼니,마포구,N,N,N,N,N,
톤앤톤커피(t.a.t coffee),송파구,N,N,N,N,N,
언노운커피(Unknown coffee),종로구,N,N,N,N,N,
나이스망원(NICEMANGWON),마포구,N,N,N,N,N,
알에스브이피 쓰리에따주(3ETAGE),강남구,N,N,N,N,N,
요리인류쿠킹스튜디오,영등포구,N,N,N,N,N,
나팔피자,마포구,N,N,N,N,N,
진커피,송파구,N,N,N,N,N,
쥬스바(Juice Bar),종로구,N,N,N,N,N,
지앤알(GNR)레스토랑,강남구,N,N,N,N,N,
문래삼겹살,영등포구,N,N,N,N,N,
낙타브루잉,마포구,N,N,N,N,N,
내이름은 제곱,송파구,N,N,N,N,N,
미로스페이스,종로구,N,N,N,N,N,
판타스틱 라운지,강남구,N,N,N,N,N,
좋은날,영등포구,N,N,N,N,N,
난장,마포구,N,N,N,N,N,
시월의곰 커피공장,송파구,N,N,N,N,N,
아재커피,종로구,N,N,N,N,N,
리츠허브,강남구,N,N,N,N,N,
남매밥상,마포구,N,N,N,N,N,
골드빠,송파구,N,N,N,N,N,
히어로,종로구,N,N,N,N,N,
꺄브다이닝,강남구,N,N,N,N,N,
낫띵뉴,마포구,N,N,N,N,N,
카멜,영등포구,N,N,N,N,N,
엔제리너스,송파구,N,N,N,N,N,
크레파스,종로구,N,N,N,N,N,
넉넉한 샐러드,마포구,N,N,N,N,N,
맘스터치,송파구,N,N,N,N,N,
류우리바다수산,영등포구,N,N,N,N,N,
대삼식당,강남구,N,N,N,N,N,
네모푸드,마포구,N,N,N,N,N,
비츠버거,송파구,N,N,N,N,N,
협동조합집밥셰프,영등포구,N,N,N,N,N,
네스 디저트,마포구,N,N,N,N,N,
신사감자탕&쭈꾸미,종로구,N,N,N,N,N,
도쿠센,송파구,N,N,N,N,N,
네포(NEPO),마포구,N,N,N,N,N,
핫쵸,강남구,N,N,N,N,N,
갤럭시호텔,영등포구,N,N,N,N,N,
레스토랑 담,종로구,N,N,N,N,N,
노리터(NORITER),마포구,N,N,N,N,N,
커피마블,강남구,N,N,N,N,N,
인정국물떡볶이,영등포구,N,N,N,N,N,
푸가,송파구,N,N,N,N,N,
노벨라,마포구,N,N,N,N,N,
컬렉션,강남구,N,N,N,N,N,
미소,영등포구,N,N,N,N,N,
엔제리너스,송파구,N,N,N,N,N,트립어드바이저
노이뜨레(Noi Tre),마포구,N,N,N,N,N,
조인앤컴퍼니,강남구,N,N,N,N,N,
카페몽향,송파구,N,N,N,N,N,
논드라이(Nondry),마포구,N,N,N,N,N,
카페 아리에따,종로구,N,N,N,N,N,
문래동,영등포구,N,N,N,N,N,
걸작떡볶이치킨,송파구,N,N,N,N,N,
빤스포차,강남구,N,N,N,N,N,
누나(Nuna),마포구,N,N,N,N,N,
어바웃진스,종로구,Y,Y,N,N,Y,트립어드바이저
리틀소호,송파구,N,N,N,N,N,
누데이크(NUDAKE),마포구,N,N,N,N,N,
마마쿡,송파구,N,N,N,N,N,
FLOW(플로우),종로구,N,N,N,N,N,
이푸드,영등포구,N,N,N,N,N,
뉴블랙(NEWBLACK),마포구,N,N,N,N,N,
핫브레드,송파구,N,N,N,N,N,
리치웰호텔(2층리치가든),강남구,N,N,N,N,N,
평화,영등포구,N,N,N,N,N,
찍어떡볶이,종로구,N,N,N,N,N,
다인,마포구,N,N,N,N,N,
가배유정,송파구,N,N,N,N,N,
뽀글 뚝배기 냠냠 비빔밥,종로구,N,N,N,N,N,
단,마포구,N,N,N,N,N,
고기반햄반김치찌게&김치찜,송파구,N,N,N,N,N,
카페 칠십오도(Cafe 75),강남구,N,N,N,N,N,
아우라,영등포구,N,N,N,N,N,
단고당,마포구,N,N,N,N,N,
OURS CAVE 아워스케이브,송파구,N,N,N,N,N,
알프레드커피,강남구,N,N,N,N,N,
단샤리,마포구,N,N,N,N,N,
란케이터링,영등포구,N,N,N,N,N,
달빛소리,마포구,N,N,N,N,N,
루시펍,영등포구,N,N,N,N,N,
밀타운,송파구,N,N,N,N,N,
풍경 떡볶이,종로구,N,N,N,N,N,
대치동영지,강남구,N,N,N,N,N,
달빛화채,마포구,N,N,N,N,N,
송정반점,영등포구,N,N,N,N,N,
수작,송파구,N,N,N,N,N,
씨커,종로구,N,N,N,N,N,
오누노네,강남구,N,N,N,N,N,
대성식당,마포구,N,N,N,N,N,
별사랑 불고기,송파구,N,N,N,N,N,
더 다이닝 함덕,마포구,N,N,N,N,N,
보길,송파구,N,N,N,N,N,
더 컨셉,마포구,N,N,N,N,N,
강남족발,강남구,N,N,N,N,N,
푸드브라더스,영등포구,N,N,N,N,N,
더 하우스(The house),마포구,N,N,N,N,N,
쿠데타(KUDETA),강남구,N,N,N,N,N,
누에(neue),종로구,N,N,N,N,N,
정구움,송파구,N,N,N,N,N,
클라우드비어파크,강남구,N,N,N,N,N,
더벤티,영등포구,N,N,N,N,N,
(재)KT그룹희망나눔재단 송파,송파구,N,N,N,N,N,
호이리거 서울,종로구,N,N,N,N,N,트립어드바이저
더그리니치,마포구,N,N,N,N,N,
엠엠티에이치038,강남구,N,N,N,N,N,
부산축산 롯데마트,송파구,N,N,N,N,N,
일공일,종로구,N,N,N,N,N,
더바스켓,마포구,N,N,N,N,N,
보용만두,강남구,N,N,N,N,N,
아이지에스코리아 잠실지하광장(부산미도어묵),송파구,N,N,N,N,N,
맛환장,영등포구,N,N,N,N,N,
더클로짓,마포구,N,N,N,N,N,
제베나커피,종로구,N,N,N,N,N,
바나나,강남구,N,N,N,N,N,
더핏짜,마포구,N,N,N,N,N,
본죽,영등포구,Y,N,N,Y,N,
조각커피,종로구,N,N,N,N,N,
서울 해장국,강남구,N,N,N,N,N,
후니드 수협중앙회 카페 송파점 어펜딕스(카페바다),송파구,N,N,N,N,N,
더하기 파스타,마포구,N,N,N,N,N,
솔리드스트라이프,종로구,N,N,N,N,N,
나린아토,강남구,N,N,N,N,N,
5M.I.L.E(오마일),송파구,N,N,N,N,N,
덮덮밥,마포구,N,N,N,N,N,
64김만두,송파구,N,N,N,N,N,
"커피, 생각날 때",종로구,N,N,N,N,N,
커피앤버블(Coffee&Bubble),강남구,N,N,N,N,N,
데블다이스,마포구,N,N,N,N,N,
시온 장터칼국수,종로구,N,N,N,N,N,
도깨비 하이볼,마포구,N,N,N,N,N,
88-1 커피,송파구,N,N,N,N,N,
너랑나랑,종로구,N,N,N,N,N,
호텔데님카페,강남구,N,N,N,N,N,
도덕과 규범,마포구,N,N,N,N,N,
AGZAK(아그작),송파구,N,N,N,N,N,
코코빙,강남구,N,N,N,N,N,
스톤(STONE),종로구,N,N,N,N,N,
도래곱창,마포구,N,N,N,N,N,
BGT호두단팥빵,송파구,N,N,N,N,N,
사랑나눔카페,강남구,N,N,N,N,N,
분더바,종로구,N,N,N,N,N,
BeGifted(비기프티드),송파구,N,N,N,N,N,
도리무란도,마포구,N,N,N,N,N,
로네펠트티하우스 강남피알센터,강남구,N,N,N,N,N,
이스포츠,종로구,N,N,N,N,N,
CAFE 더:단백,송파구,N,N,N,N,N,
도미노피자,마포구,N,N,N,N,N,
브로트아트,영등포구,N,Y,N,N,Y,
프리즈 커피,종로구,N,N,N,N,N,
CAFFE 반·월,송파구,N,N,N,N,N,
도미노피자,마포구,N,N,N,N,N,
모나코 플라워,강남구,N,N,N,N,N,
슐스타드,영등포구,N,N,N,N,N,
COFFEE#DRAWING 커피#드로잉,송파구,N,N,N,N,N,
도미노피자,마포구,N,N,N,N,N,
아더 커피(Arthur coffee),종로구,N,N,N,N,N,
DEVON(데번),송파구,N,N,N,N,N,
우된장,영등포구,N,N,N,N,N,
도우라이크피자,마포구,N,N,N,N,N,
신라스테이 광화문 bar,종로구,N,N,N,N,N,
소현초콜릿공방,강남구,N,N,N,N,N,
립스티,강남구,N,N,N,N,N,
EXIT 카페,송파구,N,N,N,N,N,
자담치킨 종로1,종로구,N,N,N,N,N,
시골보리밥,영등포구,N,N,N,N,N,
도카(DoCa),마포구,N,N,N,N,N,
브레댄코,강남구,N,N,N,N,N,
Gig coffee lab(기그커피랩),송파구,N,N,N,N,N,
도프커피(상암아이티점),마포구,N,N,N,N,N,
카페192,영등포구,N,N,N,N,N,
큰맘할매순대국,종로구,N,N,N,N,N,
알렉스더커피,강남구,N,N,N,N,N,
JACOFFEEZZ 쟈코피즈,송파구,N,N,N,N,N,
도화미담,마포구,N,N,N,N,N,
라온순간,영등포구,N,N,N,N,N,
OFFF 오프,송파구,N,N,N,N,N,
메홀라카페,강남구,N,N,N,N,N,
메그놀리아(MAGNOLIA),영등포구,N,N,N,N,N,
참맛푸드김밥,종로구,N,N,N,N,N,
ONDA 온다,송파구,N,N,N,N,N,
동아냉면,마포구,N,N,N,N,N,
갑자기 피크닉,영등포구,N,N,N,N,N,
Tealabo 티라보,송파구,N,N,N,N,N,
머시주스,강남구,N,N,N,N,N,
동진전집,마포구,N,N,N,N,N,
카페인바이러스,영등포구,N,N,N,N,N,
Then & There(댄앤데얼),송파구,N,N,N,N,N,
리베카이,강남구,N,N,N,N,N,
동차밥,마포구,N,N,N,N,N,
외갓집,영등포구,N,N,N,N,N,
UEI COFFEE 유에이 커피,송파구,N,N,N,N,N,
카페본,강남구,N,N,N,N,N,
두가지떡볶이,마포구,N,N,N,N,N,
장군주먹고기,영등포구,N,N,N,N,N,
cafe 정성,송파구,N,N,N,N,N,
정겨운 분식,강남구,N,N,N,N,N,
두두리두팡,마포구,N,N,N,N,N,
맛나분식,영등포구,N,N,N,N,N,
chefood LAB 쉐푸드랩,송파구,N,N,N,N,N,
스타벅스,강남구,N,N,N,N,N,
두찜,마포구,N,N,N,N,N,
coffee&왕호두과자,송파구,N,N,N,N,N,
우리동네포차,영등포구,N,N,N,N,N,
듀이(DEWEY),마포구,N,N,N,N,N,
omomg(오몽카페),송파구,N,N,N,N,N,
스타벅스,영등포구,N,N,N,Y,N,위생등급제 지정업소
디껨,마포구,N,N,N,N,N,
onnow(온나우),송파구,N,N,N,N,N,
디스탕게,마포구,N,N,N,N,N,
sensuous 센슈어스,송파구,N,N,N,N,N,
디어리스트 연남,마포구,N,N,N,N,N,
소담,강남구,N,N,N,N,N,
가배살롱,송파구,N,N,N,N,N,
데어카페,영등포구,N,N,N,N,N,
간식,송파구,N,N,N,N,N,
딥블루레이크,마포구,N,N,N,N,N,
명품키친영등포점,영등포구,N,N,N,N,N,
간식중독,송파구,N,N,N,N,N,
느낌가게 문득 창고문을 열다,종로구,N,N,N,N,N,
큐카페,강남구,N,N,N,N,N,
갓츠킹,송파구,N,N,N,N,N,
자담치킨,종로구,N,N,N,N,N,
떡상,마포구,N,N,N,N,N,
커피나무,강남구,N,N,N,N,N,
준오식당,영등포구,N,N,N,N,N,
건강한 Da 짐,송파구,N,N,N,N,N,
1988 옛날통닭,종로구,N,N,N,N,N,
또보겠지떡볶이집,마포구,N,N,N,N,N,
까페 그레이스,강남구,N,N,N,N,N,
곰단지 GomdanG,송파구,N,N,N,N,N,
라라정지,마포구,N,N,N,N,N,
서촌 치킨,종로구,N,N,N,N,N,
위드미편의점,강남구,N,N,N,N,N,
공차 롯데월드,송파구,N,N,N,N,N,
라루즈(LA LUZ),마포구,N,N,N,N,N,
공차(개롱역점),송파구,N,N,N,N,N,
달콤한이야기,강남구,N,N,N,N,N,
옹헤야블백,종로구,N,N,N,N,N,
과일의 시작 야미(석촌호수점),송파구,N,N,N,N,N,
수까페 리네일,영등포구,N,N,N,N,N,
자담치킨,종로구,N,N,N,N,N,
라멘쿠르메,마포구,N,N,N,N,N,
굽굽지니,송파구,N,N,N,N,N,
서울별미칼국수X짬뽕,영등포구,N,N,N,N,N,
라보아르,마포구,N,N,N,N,N,
포스트카페,종로구,N,N,N,N,N,
김밥제작소,송파구,N,N,N,N,N,
이제이 베이킹,강남구,N,N,N,N,N,
라사천 마라탕,마포구,N,N,N,N,N,
송스키친,종로구,N,N,N,N,N,
푸드딜리버리,영등포구,N,N,N,N,N,
김진호 호떡,송파구,N,N,N,N,N,
숙녀 케이크 (Lady Cake),강남구,N,N,N,N,N,
라사천마라탕,마포구,N,N,N,N,N,
꽈페,송파구,N,N,N,N,N,
파리바게뜨,강남구,N,N,N,N,N,
씨제이프레시웨이한국피앤지본사카페,영등포구,N,N,N,N,N,위생등급제 지정업소
라상객,마포구,N,N,N,N,N,
나부롱,송파구,N,N,N,N,N,
밀갸또,강남구,N,N,N,N,N,
파파낙지,영등포구,N,N,N,N,N,
베뉴지 레스토랑,종로구,N,N,N,N,N,
러피(ruffy),마포구,N,N,N,N,N,
날쌘카페,송파구,N,N,N,N,N,
마이케이크,강남구,N,N,N,N,N,
런 라운지,마포구,N,N,N,N,N,
너에게 바나나,송파구,N,N,N,N,N,
마리웨일마카롱,강남구,N,N,N,N,N,
쎈츄럴 부페,종로구,N,N,N,N,N,
레더쿡,마포구,N,N,N,N,N,
노란꼬무줄,송파구,N,N,N,N,N,
더팬코리아,강남구,N,N,N,N,N,
레드펍,마포구,N,N,N,N,N,
다이아나커피,송파구,N,N,N,N,N,
대감대구탕,영등포구,N,N,N,N,N,
레몬(Lemon),마포구,N,N,N,N,N,
시얀,강남구,N,N,N,N,N,
달복디저트,송파구,N,N,N,N,N,
아띠 라이더스 클럽(ARTEE RIDERS CLUB),종로구,N,N,N,N,N,
레밸업,마포구,N,N,N,N,N,
불닭발땡초동대문엽기떡볶이대치점,강남구,N,N,N,N,N,
달쥬과일상점,송파구,N,N,N,N,N,
꼴라미,강남구,N,N,N,N,N,
더벤티,송파구,N,N,N,N,N,
레스피레,마포구,N,N,N,N,N,
해담채,강남구,N,N,N,N,N,
더앨리,송파구,N,N,N,N,N,
레체(Leche),마포구,N,N,N,N,N,
여우사이,강남구,N,N,N,N,N,
더테이블,송파구,N,N,N,N,N,
관훈갤러리 카페(Gallery Cafe),종로구,N,N,N,N,N,
갤러리문래2,영등포구,N,N,N,N,N,
레코드피자,마포구,N,N,N,N,N,
벙커,강남구,Y,Y,N,Y,Y,
데판혼포,송파구,N,N,N,N,N,
한식부페 반,종로구,N,N,N,N,N,
렛츠파스타(Let's pasta),마포구,N,N,N,N,N,
델리본,송파구,N,N,N,N,N,
로스팅마스터즈공덕점,마포구,N,N,N,N,N,
청춘찜갈비,영등포구,N,N,N,N,N,
돌마리 커피,송파구,N,N,N,N,N,
로일즈,마포구,N,N,N,N,N,
윙스,영등포구,N,N,N,N,N,
동심,송파구,N,N,N,N,N,
더캠비(THE CAMBIE),강남구,N,N,N,N,N,
로컬스티치 원방,마포구,N,N,N,N,N,
동원산업,송파구,N,N,N,N,N,
샐러드베이(Saladbay),영등포구,N,N,N,N,N,
떡가게 종춘,종로구,N,N,N,N,N,
롤맨,마포구,N,N,N,N,N,
두바퀴 이륜차,송파구,N,N,N,N,N,
인투더썬(Into The Sun),영등포구,N,N,N,N,N,
상구비어,종로구,N,N,N,N,N,
롯데리아,마포구,N,N,N,N,N,
디 브루어스,송파구,N,N,N,N,N,
삼우참숯화로,영등포구,N,N,N,N,N,
루디스,마포구,N,N,N,N,N,
영양도시락,강남구,N,N,N,N,N,
육육오삼 김밥,종로구,N,N,N,N,N,
루시드(LUCYD),마포구,N,N,N,N,N,
딜란스쿠키,송파구,N,N,N,N,N,
또봉이통닭 경복궁점 & 새마을식당,종로구,N,N,N,N,N,
포크박스(PORKBOX),영등포구,N,N,N,N,N,
루엘,마포구,N,N,N,N,N,
마피아 디저트,강남구,N,N,N,N,N,
떡볶이 달인 쫄봉이,송파구,N,N,N,N,N,
궁럭,영등포구,N,N,N,N,N,
카페 숲,종로구,N,N,N,N,N,
룸넘버3,마포구,N,N,N,N,N,
레드애플,송파구,N,N,N,N,N,
르 바자르,마포구,N,N,N,N,N,
석파랑,종로구,Y,Y,N,N,Y,트립어드바이저
로이스낵,송파구,N,N,N,N,N,
르쁘띠푸,마포구,N,N,N,N,N,
롯데리아,송파구,N,N,N,N,N,
이스트바이이스트(YEAST BY EAST),강남구,N,N,N,N,N,
베즐리,영등포구,N,N,N,N,N,
리드(LEED),마포구,N,N,N,N,N,
루시카토 베이크 카페,송파구,N,N,N,N,N,
상쾌한식당,강남구,N,N,N,N,N,
화남트럭,영등포구,N,N,N,N,N,
리미트,마포구,N,N,N,N,N,
리도플라워,송파구,N,N,N,N,N,
콴,강남구,N,N,N,N,N,
소담 시래기 국밥집,종로구,N,N,N,N,N,
리미티드 버거,마포구,N,N,N,N,N,
마라의신,송파구,N,N,N,N,N,
유이즈므,강남구,N,N,N,N,N,
철문집온,종로구,N,N,N,N,N,
리사(RISA),마포구,N,N,N,N,N,
백옥식당,영등포구,N,N,N,N,N,
마르쉐제주,송파구,N,N,N,N,N,
싸다김밥,종로구,N,N,N,N,N,
리와인드,마포구,N,N,N,N,N,
마미카롱,송파구,N,N,N,N,N,
엘라(ELAH),강남구,N,N,N,N,N,
모퉁이네,종로구,N,N,N,N,N,
도심포차,영등포구,N,N,N,N,N,
블랙그라운드커피랩,영등포구,N,N,N,N,N,
오미,강남구,N,N,N,N,N,
그라운드62(GROUND62),종로구,N,N,N,N,N,
리틀방콕,마포구,N,N,N,N,N,
신디스 하우스(Cindys house),강남구,N,N,N,N,N,
미스터블랙,영등포구,N,N,N,N,N,
메가엠지씨 커피,송파구,N,N,N,N,N,
리플레토레,마포구,N,N,N,N,N,
남포동수제비,강남구,N,N,N,N,N,
쿡앤컴퍼니(서울),영등포구,N,N,N,N,N,
리플로우,마포구,N,N,N,N,N,
푸니양강,강남구,N,N,N,N,N,
퍼펙트아이스,영등포구,N,N,N,N,N,
신승관,종로구,Y,N,N,N,N,
마담 풍천,마포구,N,N,N,N,N,
파리바게뜨,영등포구,N,N,N,N,N,
마담정석,마포구,N,N,N,N,N,
청년치킨,강남구,N,N,N,N,N,
옛날떡볶이,영등포구,N,N,N,N,N,
돈 불고기,종로구,N,N,N,N,N,
마라영웅,마포구,N,N,N,N,N,
메가커피 문정로데오,송파구,N,N,N,N,N,
이명환 오메기랑떡이랑,강남구,N,N,N,N,N,
히카리스시,영등포구,N,N,N,N,N,
경성양꼬치,종로구,N,N,N,N,N,
마약낙곱새,마포구,N,N,N,N,N,
멘테파스타(MENTE PASTA),송파구,N,N,N,N,N,
마이 브로치,마포구,N,N,N,N,N,
모나코 커피,송파구,N,N,N,N,N,
억조,종로구,Y,N,N,N,N,
라임,강남구,N,N,N,N,N,
마포구이마당(성산직영점),마포구,N,N,N,N,N,
모눈종이,송파구,N,N,N,N,N,
샷(SHOT),종로구,N,N,N,N,N,
마포마라탕,마포구,N,N,N,N,N,
가연상사,영등포구,N,N,N,N,N,
퓨얼리영플라워,강남구,N,N,N,N,N,
마포왕족발,마포구,N,N,N,N,N,
오쏘파스타(OSSOPASTA),종로구,N,N,N,N,N,
미소비카페,송파구,N,N,N,N,N,
투오버,강남구,N,N,N,N,N,
마포육감식당,마포구,N,N,N,N,N,
미스터피자,송파구,N,N,N,N,N,
동래복국 몽뜨커피,종로구,N,N,N,N,N,
